,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
25807,10.635065510058652,1344.0,0.0788,11.1,11.1,457.0,2.0
25808,10.635065510058652,2807.0,0.0047,6.4,14.21544580709314,830.5649623727313,3.5
25811,13.79,1383.0,0.1503,7.7,7.7,457.0,1.8
25812,13.79,1356.0,0.0905,7.8,7.8,591.0,3.4
25814,6.89,5859.0,-0.0545,8.589305208096429,10.3,762.0,3.0
25815,18.96,3070.4877791356516,-0.1918,1.9,1.9,152.0,1.8
25816,6.92,1519.0,0.1388,8.5,22.3,2591.0,3.3
25817,11.03,2034.0,0.0854,8.589305208096429,11.5,914.0,1.8
25820,6.89,3070.4877791356516,-0.1153,4.7,4.7,830.5649623727313,4.9
25821,11.03,3637.0,0.0393,8.589305208096429,11.5,830.5649623727313,3.3
25822,10.635065510058652,3070.4877791356516,-0.0345,4.7,4.7,318.0,2.5
25824,15.51,3811.0,-0.0878,1.9,1.9,696.0,3.6
25825,6.89,2319.0,-0.0208,12.7,14.21544580709314,914.0,4.0
25826,18.96,2794.0,-0.1046,1.9,1.9,696.0,2.9
25827,10.635065510058652,1017.0,0.1682,8.589305208096429,14.21544580709314,762.0,2.0
25828,13.79,3070.4877791356516,0.0295,7.7,7.7,457.0,2.6
25830,6.89,2265.0,0.1745,8.5,22.3,2743.0,2.0
25831,13.79,4299.0,0.0467,4.7,4.7,318.0,9.0
25832,11.03,2034.0,0.099,11.5,11.5,1143.0,2.8
25833,10.34,3070.4877791356516,-0.1208,10.3,10.3,762.0,3.4
25834,6.89,734.0,0.1655,6.4,15.9,914.0,2.3
25835,13.79,1344.0,-0.3176,11.1,11.1,457.0,2.0
25836,6.89,5520.0,-0.0404,8.589305208096429,38.1,830.5649623727313,9.3
25837,13.79,1383.0,-0.1965,7.7,7.7,457.0,3.9
25839,14.0,1356.0,0.1762,10.0,10.0,565.0,2.2
25841,13.79,1356.0,-0.0394,5.6,15.2,2134.0,2.5
25842,6.89,3070.4877791356516,0.0374,8.589305208096429,11.3,1778.0,2.7
25844,13.79,1246.0,0.0136,7.8,7.8,591.0,2.8
25846,13.79,3838.0,-0.0264,10.3,10.3,762.0,3.7
25848,13.79,2794.0,-0.0416,4.7,14.21544580709314,305.0,3.2
25850,13.79,3070.4877791356516,-0.0408,11.1,14.21544580709314,457.0,3.5
25851,15.51,3070.4877791356516,0.0253,8.589305208096429,15.2,830.5649623727313,2.7
25852,6.89,7880.0,-0.0416,10.3,10.3,794.0,5.3
25854,13.79,751.0,0.08,7.8,7.8,591.0,2.3
25855,15.51,3553.0,0.0028,1.9,14.21544580709314,152.0,3.8
25856,13.79,3070.4877791356516,0.0324,8.589305208096429,11.1,830.5649623727313,3.3
25857,20.68,1695.0,-0.8667,3.6,3.6,830.5649623727313,4.5
25859,9.65,1519.0,-0.0166,8.589305208096429,14.21544580709314,1778.0,3.4
25860,15.51,3070.4877791356516,-0.0571,8.589305208096429,1.9,152.0,3.7
25861,6.89,1370.0,0.0811,23.6,14.21544580709314,1972.0,2.7
25864,13.79,1233.0,0.0863,7.8,7.8,591.0,2.5
25865,6.89,5940.0,-0.0251,10.3,10.3,762.0,4.8
25866,0.1,912.0,-0.0218,15.0,120.0,10.0,5.2
25867,5.51,1519.0,0.0193,12.7,42.3,1778.0,5.8
25868,18.27,1233.0,-0.1019,3.0,14.21544580709314,150.0,2.3
25870,12.07,3255.0,-0.0296,1.9,1.9,152.0,15.6
25871,6.92,2292.0,0.1651,12.7,42.3,1778.0,2.0
25872,7.0,3458.0,0.0907,10.8,10.8,864.0,4.2
25873,6.89,3811.0,-0.0098,10.3,14.21544580709314,762.0,4.8
25874,10.34,5832.0,-0.0953,10.3,10.3,762.0,9.7
25875,6.89,4986.0,-0.0338,10.3,10.3,830.5649623727313,6.6
25876,13.79,7975.0,-0.3811,8.589305208096429,14.21544580709314,318.0,5.8
25877,10.635065510058652,3797.0,-0.0457,23.6,23.6,830.5649623727313,4.8
25880,6.83,4069.0,0.0424,10.8,14.21544580709314,864.0,3.2
25881,10.635065510058652,1899.0,-0.0185,11.1,11.1,457.0,3.0
25882,13.79,1899.0,0.0129,8.589305208096429,7.8,591.0,4.5
25883,13.79,3070.4877791356516,-0.0404,4.7,4.7,318.0,5.9
25884,13.79,5913.0,-0.1601,5.7,5.7,625.0,5.5
25885,13.79,693.0,0.1698,7.7,7.7,457.0,2.5
25886,3.45,3070.4877791356516,-0.0684,10.3,10.3,762.0,4.6
25888,15.51,3743.0,0.0577,1.9,1.9,696.0,2.3
25889,10.635065510058652,1031.0,0.0379,10.8,10.8,216.0,4.2
25890,13.79,2680.0,0.1464,9.5,9.5,1836.0,1.0
25891,6.92,783.0,0.0161,22.2,96.3,1778.0,3.2
25893,13.79,3648.0,-0.0202,1.9,1.9,830.5649623727313,3.6
25895,18.96,3070.4877791356516,-0.0965,1.9,1.9,152.0,1.6
25897,10.635065510058652,5615.0,-0.0249,6.4,15.9,914.0,3.2
25900,11.03,4069.0,0.0177,11.5,11.5,830.5649623727313,2.9
25901,0.1,3070.4877791356516,0.1354,10.8,10.8,864.0,1.2
25902,13.79,1831.0,0.0929,11.1,11.1,457.0,1.2
25903,10.635065510058652,1356.0,0.0144,8.589305208096429,7.7,457.0,2.9
25905,18.27,3070.4877791356516,-0.0102,3.0,3.0,150.0,3.1
25907,13.79,731.0,-0.1044,8.589305208096429,5.7,625.0,3.0
25909,10.635065510058652,913.0,-0.0443,7.7,7.7,457.0,3.7
25910,12.07,2889.0,-0.2001,1.9,1.9,152.0,19.3
25911,6.93,4032.0,0.0396,10.8,10.8,1727.0,3.5
25912,3.86,3797.0,0.1356,10.8,10.8,432.0,11.3
25914,15.51,3743.0,0.0001,1.9,1.9,152.0,15.6
25917,10.635065510058652,2710.0,0.0707,5.6,14.21544580709314,2134.0,1.8
25918,6.89,3070.4877791356516,0.0702,23.6,23.6,1972.0,2.9
25919,6.79,3513.0,0.0713,10.8,14.21544580709314,432.0,2.8
25920,13.79,1356.0,0.1284,7.7,7.7,457.0,1.5
25922,0.51,2000.0,-0.0434,8.589305208096429,120.0,10.0,7.2
25923,13.79,1668.0,0.0334,7.7,7.7,457.0,2.3
25925,13.79,2251.0,-0.0444,1.9,14.21544580709314,152.0,1.2
25927,10.34,4218.0,-0.1428,10.3,10.3,762.0,5.8
25928,10.635065510058652,3906.0,-0.0378,10.3,10.3,762.0,7.1
25930,15.51,1354.0,-0.082,5.6,15.2,830.5649623727313,2.2
25932,10.635065510058652,1000.0,0.0334,10.0,14.21544580709314,565.0,2.4
25933,6.89,5479.0,0.0113,12.4,12.4,610.0,6.8
25935,13.79,2034.0,-0.0134,9.5,9.5,1836.0,4.5
25936,11.03,2693.0,0.0886,5.0,13.3,2134.0,1.3
25938,0.1,3070.4877791356516,-0.0297,8.589305208096429,120.0,10.0,6.5
25940,6.79,3526.0,-0.0434,10.8,14.21544580709314,432.0,7.6
25943,13.79,4882.0,-0.1239,4.7,4.7,830.5649623727313,3.1
25944,11.03,3391.0,0.0649,11.5,11.5,914.0,3.8
25945,20.68,3070.4877791356516,0.007,3.6,14.21544580709314,76.0,3.5
25947,10.635065510058652,5601.0,-0.0193,15.0,120.0,10.0,5.4
25948,13.79,2916.0,0.0465,7.8,7.8,591.0,4.6
25949,0.2,3070.4877791356516,-0.0184,15.0,14.21544580709314,10.0,4.1
25950,15.17,4039.0,0.0515,9.5,9.5,1836.0,2.1
25951,10.635065510058652,3070.4877791356516,-0.1184,10.0,10.0,1650.0,2.2
25953,15.51,1351.0,0.2195,5.6,15.2,2134.0,1.1
25954,10.34,3070.4877791356516,-0.0008,10.3,10.3,762.0,4.8
25956,6.89,2712.0,-0.0455,23.6,23.6,1972.0,3.6
25957,6.89,3933.0,-0.0434,10.3,10.3,762.0,3.0
25958,10.635065510058652,1221.0,0.1936,8.589305208096429,7.7,830.5649623727313,1.7
25961,13.79,1383.0,-0.0568,8.589305208096429,14.21544580709314,457.0,2.7
25962,13.79,1736.0,0.0334,8.589305208096429,7.7,457.0,2.3
25964,13.79,783.0,-0.1297,4.7,4.7,318.0,3.5
25965,6.89,4056.0,0.0129,8.589305208096429,10.8,432.0,3.9
25966,13.79,2306.0,-0.3476,3.6,3.6,76.0,8.3
25967,3.93,4136.0,0.0449,5.6,5.6,216.0,7.3
25968,10.635065510058652,1356.0,-0.1005,1.9,1.9,152.0,1.8
25970,13.79,4367.0,0.0459,4.6,4.6,295.0,4.4
25975,13.79,1298.0,0.0305,8.589305208096429,7.8,830.5649623727313,3.0
25977,3.9,2034.0,-0.0987,10.8,10.8,432.0,4.8
25978,13.79,2672.0,0.1378,9.5,9.5,1836.0,2.5
25979,0.51,1000.0,-0.0468,8.589305208096429,120.0,10.0,5.1
25980,3.9,3070.4877791356516,0.0902,8.589305208096429,10.8,432.0,4.4
25981,11.03,1355.0,-0.0135,5.6,15.2,830.5649623727313,3.0
25982,3.45,3838.0,0.0387,5.7,5.7,625.0,5.2
25983,6.93,3070.4877791356516,0.0538,8.589305208096429,5.6,432.0,3.7
25984,13.79,1899.0,-0.0431,8.589305208096429,4.7,830.5649623727313,7.3
25986,6.89,3716.0,-0.0207,8.589305208096429,10.3,762.0,3.9
25987,3.45,3070.4877791356516,0.1402,10.3,10.3,830.5649623727313,4.3
25988,12.0,1944.0,-0.0187,10.0,10.0,400.0,5.1
25989,13.79,2034.0,-0.1209,7.7,7.7,830.5649623727313,4.5
25993,13.79,1356.0,0.0747,7.7,7.7,457.0,1.6
25994,6.89,3070.4877791356516,-0.0117,6.4,15.9,914.0,4.0
25996,3.86,4032.0,0.0175,8.589305208096429,10.8,864.0,4.3
25997,13.79,1316.0,-0.0739,5.7,14.21544580709314,625.0,3.8
25998,13.79,1899.0,0.0324,7.8,7.8,591.0,4.8
25999,13.79,1333.0,0.0484,7.7,7.7,830.5649623727313,2.3
26000,10.635065510058652,4136.0,-0.0466,10.8,10.8,432.0,4.9
26001,18.96,3662.0,-0.0443,1.9,14.21544580709314,696.0,2.2
26002,13.79,3987.0,-0.0378,1.9,1.9,152.0,4.6
26003,6.79,666.0,-0.3487,7.7,14.21544580709314,457.0,3.9
26004,6.96,1533.0,0.2043,8.5,22.3,2743.0,2.1
26006,10.635065510058652,1533.0,0.1018,8.589305208096429,24.6,1778.0,2.1
26009,6.79,3797.0,-0.1392,10.8,10.8,216.0,3.5
26013,6.96,2807.0,-0.0644,6.4,15.9,914.0,6.8
26014,13.79,3070.4877791356516,-0.3313,4.7,14.21544580709314,318.0,4.7
26016,4.21,3070.4877791356516,0.0141,10.8,10.8,830.5649623727313,4.7
26017,18.96,794.0,-0.363,1.9,14.21544580709314,696.0,3.8
26018,13.79,1316.0,-0.0102,5.7,5.7,625.0,8.0
26019,13.79,2034.0,0.0486,7.7,14.21544580709314,457.0,1.5
26020,10.635065510058652,4069.0,0.0763,8.589305208096429,4.6,295.0,3.4
26022,10.635065510058652,5249.0,-0.0766,8.589305208096429,5.7,625.0,4.8
26023,6.89,5723.0,0.0051,10.3,10.3,794.0,4.6
26024,3.45,7473.0,-0.0517,5.7,5.7,830.5649623727313,5.7
26025,7.0,1017.0,-0.0047,10.8,10.8,10.0,4.2
26026,10.34,7432.0,-0.0158,10.3,10.3,762.0,3.1
26027,6.89,1533.0,0.1762,8.5,22.3,1829.0,2.0
26028,15.51,3070.4877791356516,-0.1182,8.589305208096429,1.9,152.0,3.8
26029,13.79,1200.0,0.0484,11.1,11.1,830.5649623727313,2.3
26031,15.51,2741.0,0.0202,5.6,14.21544580709314,2134.0,8.1
26032,6.89,1912.0,-0.1141,23.6,23.6,610.0,3.9
26033,13.79,3670.0,0.1106,5.6,14.21544580709314,2134.0,1.4
26034,12.07,3201.0,-0.0719,1.9,1.9,152.0,4.3
26035,16.0,3861.0,0.0091,10.0,10.0,660.0,3.2
26036,3.45,5249.0,-0.0577,5.7,5.7,625.0,5.5
26037,10.34,5913.0,-0.1248,10.3,10.3,762.0,6.7
26039,13.79,5249.0,-0.0412,4.7,4.7,318.0,5.9
26040,13.79,1356.0,-0.0111,7.7,7.7,457.0,2.7
26041,12.07,2360.0,-0.0466,1.9,1.9,152.0,4.0
26042,10.635065510058652,1519.0,0.1263,12.7,14.21544580709314,2743.0,2.6
26043,3.76,4136.0,0.0406,4.6,4.6,229.0,3.2
26044,6.83,3070.4877791356516,0.0117,10.8,10.8,432.0,4.5
26045,13.79,1316.0,0.0051,5.7,5.7,625.0,3.9
26046,6.93,4066.0,0.2034,8.589305208096429,10.8,1727.0,2.3
26047,3.45,7866.0,-0.0569,10.3,10.3,762.0,5.7
26049,9.65,5615.0,-0.0849,6.4,15.9,914.0,2.0
26053,6.9,4048.0,0.0047,10.8,10.8,864.0,4.9
26054,9.68,5533.0,-0.0158,12.7,38.1,914.0,4.1
26058,13.79,3070.4877791356516,0.0001,7.7,7.7,830.5649623727313,2.5
26059,13.79,4787.0,-0.0379,4.7,4.7,318.0,6.8
26061,13.79,2729.0,-0.0514,5.6,15.2,2134.0,2.2
26064,15.51,2075.0,-0.0058,1.9,1.9,152.0,1.4
26065,13.79,7636.0,-0.1438,3.6,3.6,830.5649623727313,6.8
26066,6.89,3648.0,-0.0571,10.3,10.3,762.0,3.5
26067,13.79,1641.0,0.0884,8.589305208096429,14.21544580709314,830.5649623727313,1.5
26068,18.96,2740.0,-0.1418,8.589305208096429,1.9,152.0,4.2
26069,13.79,3070.4877791356516,0.0643,4.7,4.7,318.0,2.4
26072,13.79,1980.0,-0.1023,7.7,7.7,457.0,4.9
26073,9.65,3070.4877791356516,-0.0408,8.589305208096429,15.9,914.0,4.0
26075,10.635065510058652,1000.0,-0.0596,15.0,120.0,830.5649623727313,5.8
26076,6.89,3070.4877791356516,0.0045,8.589305208096429,14.21544580709314,432.0,3.2
26077,6.89,1533.0,0.0208,8.589305208096429,24.6,1778.0,3.2
26078,6.91,2278.0,0.1671,8.5,22.3,2743.0,3.1
26079,15.51,2197.0,-0.05,1.9,1.9,696.0,2.3
26080,13.79,1410.0,0.1524,8.589305208096429,7.7,457.0,1.3
26082,10.635065510058652,611.0,0.0983,7.8,7.8,591.0,2.3
26083,18.27,4700.0,-0.1046,3.0,3.0,150.0,4.1
26086,12.0,2000.0,-0.0868,10.0,10.0,565.0,4.1
26087,10.635065510058652,5696.0,0.0287,10.3,10.3,762.0,5.3
26089,13.79,3458.0,-0.0833,8.589305208096429,4.7,830.5649623727313,4.0
26090,13.79,3070.4877791356516,0.1867,5.6,15.2,2134.0,1.2
26091,10.635065510058652,3137.0,0.0621,5.6,15.2,2134.0,2.4
26092,6.89,3070.4877791356516,0.1979,8.5,22.3,2743.0,2.8
26094,8.27,3670.0,0.0857,5.6,5.6,229.0,2.5
26095,0.1,1336.0,0.0047,1.0,1.0,25.0,19.3
26097,10.635065510058652,4042.0,-0.0395,3.0,3.0,150.0,4.6
26098,13.79,3070.4877791356516,-0.3313,4.7,4.7,318.0,6.7
26100,10.635065510058652,7391.0,0.0001,8.589305208096429,4.7,318.0,3.3
26101,6.89,6388.0,0.0073,4.7,4.7,830.5649623727313,4.4
26102,11.0,5600.0,0.0369,11.5,11.5,914.0,4.7
26103,6.89,1899.0,0.0334,10.8,10.8,432.0,3.6
26104,6.89,1519.0,0.1271,12.7,42.3,1778.0,3.2
26105,12.0,5361.0,-0.068,10.0,14.21544580709314,1000.0,4.1
26106,18.27,861.0,-0.1258,3.0,14.21544580709314,150.0,5.5
26107,13.79,1410.0,0.0374,8.589305208096429,7.8,591.0,2.3
26108,2.14,3070.4877791356516,-0.0158,1.1,1.1,114.0,5.6
26109,6.86,4033.0,0.0157,8.589305208096429,14.21544580709314,864.0,3.5
26110,15.51,3070.4877791356516,-0.0238,8.589305208096429,1.9,152.0,8.9
26113,13.79,4062.0,0.0334,8.589305208096429,5.6,2134.0,1.7
26114,13.79,5262.0,-0.0434,4.7,4.7,318.0,5.2
26115,6.96,1533.0,0.1465,8.589305208096429,22.3,1829.0,2.2
26116,13.79,1335.0,-0.0053,9.5,9.5,1836.0,3.6
26117,13.79,2007.0,-0.1204,7.7,7.7,457.0,3.7
26118,13.79,888.0,-0.1339,7.8,14.21544580709314,591.0,2.6
26119,18.96,3458.0,-0.12,1.9,1.9,152.0,4.8
26120,10.51,5384.0,0.0144,8.589305208096429,4.6,229.0,3.7
26121,6.83,4069.0,-0.0237,10.8,10.8,830.5649623727313,4.0
26124,6.89,3070.4877791356516,-0.0429,23.6,23.6,1972.0,2.5
26126,13.79,1298.0,0.0468,7.8,7.8,591.0,2.3
26127,13.79,929.0,0.1693,7.8,7.8,591.0,2.0
26128,6.86,3838.0,0.0902,10.8,10.8,432.0,3.8
26130,6.89,783.0,-0.0251,8.589305208096429,14.21544580709314,762.0,4.5
26131,10.635065510058652,3070.4877791356516,0.1951,8.589305208096429,7.8,591.0,1.8
26133,15.51,2984.0,-0.0779,8.589305208096429,1.9,830.5649623727313,1.6
26135,6.89,1370.0,0.0181,37.5,37.5,1953.0,2.8
26136,13.79,1492.0,0.0787,7.8,7.8,591.0,2.3
26137,13.79,3070.4877791356516,-0.0276,7.7,7.7,457.0,3.0
26139,13.79,1736.0,0.0713,7.8,14.21544580709314,591.0,2.5
26141,18.27,1214.0,-0.1258,3.0,14.21544580709314,150.0,1.4
26142,13.79,2061.0,0.0249,7.7,7.7,457.0,2.7
26144,13.79,1313.0,0.0486,4.7,4.7,625.0,1.9
26147,6.78,3052.0,0.0028,12.7,42.3,1778.0,4.7
26150,13.79,3648.0,-0.0545,1.9,1.9,696.0,3.0
26151,13.79,2292.0,0.0305,7.8,7.8,830.5649623727313,3.7
26152,11.03,3677.0,0.0238,5.6,14.21544580709314,2134.0,1.1
26153,13.79,1302.0,0.0415,8.589305208096429,4.7,318.0,3.5
26155,13.79,1233.0,0.0839,7.8,7.8,591.0,2.3
26156,13.79,2658.0,0.0486,7.7,14.21544580709314,457.0,2.5
26157,10.635065510058652,4069.0,0.0141,10.8,10.8,432.0,3.5
26160,3.45,3838.0,0.0051,10.8,10.8,762.0,4.2
26161,17.24,2699.0,0.0784,1.9,1.9,696.0,1.8
26162,6.89,1519.0,0.1353,8.589305208096429,42.3,1778.0,3.1
26163,0.1,734.0,-0.0466,15.0,120.0,10.0,2.0
26164,6.9,4048.0,0.0003,10.8,10.8,864.0,4.2
26166,6.89,3838.0,0.0051,10.3,10.3,762.0,3.6
26167,13.79,4964.0,-0.112,4.7,4.7,318.0,6.6
26168,13.79,1994.0,0.0886,8.589305208096429,7.7,457.0,1.3
26169,3.45,3861.0,-0.1403,10.3,10.3,762.0,4.9
26170,6.89,3070.4877791356516,-0.0657,12.7,38.1,737.0,4.3
26171,16.0,1617.0,-0.0868,10.0,10.0,830.5649623727313,3.8
26172,6.93,4150.0,0.0426,8.589305208096429,5.6,830.5649623727313,5.8
26173,7.0,4096.0,-0.0415,10.8,10.8,864.0,5.4
26174,0.1,3070.4877791356516,0.0258,8.589305208096429,1.0,25.0,5.3
26177,15.17,4056.0,0.0049,9.5,9.5,1836.0,3.9
26178,9.71,1519.0,0.0384,8.589305208096429,42.3,1778.0,2.7
26182,15.51,3757.0,-0.0045,1.9,1.9,152.0,4.1
26184,13.79,5533.0,-0.3338,4.7,4.7,318.0,6.7
26186,13.79,4123.0,-0.1141,4.7,4.7,318.0,6.8
26187,7.14,2021.0,0.0997,10.8,14.21544580709314,864.0,3.2
26191,13.79,1260.0,0.0948,7.8,7.8,591.0,3.2
26192,13.79,1967.0,-0.0898,8.589305208096429,11.1,457.0,3.5
26193,15.51,3665.0,0.1459,5.6,15.2,830.5649623727313,1.1
26194,6.89,2699.0,-0.0633,10.8,10.8,432.0,5.9
26196,6.89,3070.4877791356516,0.0052,12.7,42.3,1778.0,3.0
26199,8.27,1519.0,0.0474,12.7,42.3,1778.0,5.5
26200,3.45,5249.0,-0.025,5.7,5.7,625.0,3.6
26201,13.79,3635.0,0.0763,4.6,4.6,295.0,2.8
26202,13.79,1063.0,0.099,4.7,4.7,318.0,1.6
26204,10.34,3070.4877791356516,-0.1351,10.3,10.3,762.0,6.5
26205,6.83,3811.0,-0.0801,10.8,10.8,216.0,7.2
26206,13.79,1336.0,-0.1054,7.7,7.7,457.0,3.4
26207,6.93,4059.0,0.0829,10.8,10.8,1727.0,2.1
26208,10.0,3056.0,0.0103,10.0,10.0,890.0,4.0
26210,10.34,6049.0,-0.0105,10.3,10.3,762.0,6.8
26211,10.635065510058652,4052.0,0.0,10.8,10.8,216.0,3.5
26212,6.83,4014.0,0.1133,10.8,10.8,216.0,3.9
26213,6.89,3797.0,0.0206,8.589305208096429,10.3,762.0,3.2
26214,13.79,1339.0,0.0212,9.5,9.5,1836.0,1.9
26215,6.89,1370.0,-0.0466,23.6,23.6,1972.0,2.0
26217,13.79,3146.0,-0.0238,1.9,14.21544580709314,152.0,2.8
26218,15.51,1355.0,0.1331,8.589305208096429,15.2,2134.0,1.9
26220,10.635065510058652,5615.0,0.1007,8.589305208096429,11.3,1778.0,3.7
26221,13.79,2116.0,0.0788,7.8,7.8,591.0,3.8
26223,6.89,5832.0,-0.0412,10.3,14.21544580709314,794.0,3.9
26224,10.635065510058652,1492.0,-0.2106,4.7,4.7,830.5649623727313,8.9
26225,6.89,2685.0,-0.0229,12.4,12.4,610.0,3.9
26228,13.79,4986.0,-0.0298,4.7,4.7,318.0,3.5
26229,10.34,7880.0,-0.1349,10.3,10.3,830.5649623727313,5.2
26230,13.79,3070.4877791356516,0.1282,9.5,9.5,1836.0,1.0
26231,13.79,2007.0,-0.2834,7.7,7.7,457.0,3.8
26232,13.79,7093.0,0.0647,3.6,3.6,76.0,2.9
26234,13.79,3838.0,0.1065,4.7,4.7,318.0,1.8
26235,13.79,2590.0,0.064,7.7,7.7,457.0,2.8
26236,6.87,1533.0,0.2043,8.5,22.3,2743.0,2.4
26237,6.89,7690.0,-0.0624,8.589305208096429,10.3,830.5649623727313,4.7
26238,6.89,3070.4877791356516,0.1234,12.7,42.3,2743.0,2.0
26240,10.635065510058652,2034.0,0.0332,8.589305208096429,10.8,432.0,5.4
26242,12.07,2319.0,-0.0408,1.9,1.9,152.0,7.9
26243,8.27,1358.0,0.0409,5.6,15.2,2134.0,2.2
26244,13.79,7107.0,-0.0168,4.7,4.7,830.5649623727313,3.0
26248,6.79,3997.0,-0.0188,10.8,10.8,432.0,4.0
26249,10.635065510058652,3770.0,0.0049,10.8,10.8,864.0,2.5
26250,13.79,1370.0,-0.3201,8.589305208096429,14.21544580709314,457.0,3.3
26252,10.635065510058652,5045.0,-0.1536,4.7,14.21544580709314,318.0,6.2
26255,10.635065510058652,5967.0,0.0032,10.3,10.3,830.5649623727313,4.6
26256,15.51,1359.0,-0.1005,8.589305208096429,15.2,2134.0,1.6
26257,10.635065510058652,2102.0,-0.4456,3.6,3.6,76.0,7.5
26258,10.635065510058652,7880.0,-0.1184,10.3,10.3,762.0,4.7
26259,12.07,2875.0,-0.0296,1.9,1.9,696.0,2.1
26260,10.635065510058652,3458.0,-0.0573,1.9,1.9,152.0,6.1
26261,3.9,4055.0,0.0117,10.8,10.8,830.5649623727313,5.6
26264,6.89,7229.0,-0.0269,8.589305208096429,10.3,762.0,4.3
26265,6.86,2034.0,-0.0975,8.589305208096429,14.21544580709314,216.0,5.5
26266,10.635065510058652,4066.0,0.1383,8.589305208096429,10.8,1727.0,2.9
26267,18.27,2740.0,-0.1224,8.589305208096429,14.21544580709314,35.0,2.8
26268,16.0,1000.0,-0.0515,10.0,10.0,890.0,3.0
26270,13.79,1533.0,0.0731,7.8,7.8,591.0,2.2
26272,16.0,2007.0,-0.1184,10.0,10.0,565.0,3.1
26280,6.89,5479.0,0.0108,12.7,38.1,830.5649623727313,3.6
26282,9.68,3070.4877791356516,-0.0801,6.4,15.9,914.0,6.6
26284,6.83,4077.0,0.0396,8.589305208096429,10.8,1727.0,2.7
26285,3.86,5642.0,-0.0134,5.6,5.6,432.0,4.7
26287,11.03,4069.0,0.0635,8.589305208096429,9.3,830.5649623727313,2.8
26291,6.89,7450.0,-0.0185,23.6,23.6,1972.0,3.1
26294,13.79,3635.0,0.0887,4.6,4.6,295.0,2.0
26295,10.635065510058652,1842.0,0.0406,10.0,10.0,1650.0,0.8
26300,13.79,4977.0,0.0254,4.6,14.21544580709314,295.0,2.0
26301,6.89,2807.0,-0.0218,6.4,15.9,914.0,4.1
26302,5.58,1519.0,0.0404,12.7,42.3,1778.0,4.4
26303,18.96,3070.4877791356516,-0.1556,1.9,1.9,152.0,3.9
26304,18.96,2699.0,-0.0123,8.589305208096429,1.9,152.0,3.6
26305,13.79,1370.0,-0.2389,11.1,11.1,10.0,2.8
26307,13.79,932.0,-0.0202,7.7,7.7,457.0,2.1
26308,13.79,2034.0,0.0628,7.7,14.21544580709314,457.0,1.0
26309,13.79,1736.0,0.0983,7.8,7.8,830.5649623727313,1.5
26311,6.89,2007.0,0.0482,8.589305208096429,14.21544580709314,914.0,2.4
26312,13.79,734.0,-0.1023,7.7,7.7,830.5649623727313,5.5
26313,18.96,4028.0,-0.1554,1.9,1.9,152.0,3.7
26315,10.635065510058652,3070.4877791356516,-0.0025,8.589305208096429,10.3,762.0,6.2
26316,10.635065510058652,1302.0,-0.1488,4.7,4.7,318.0,6.0
26317,3.96,4069.0,0.0126,10.8,10.8,432.0,3.8
26319,10.635065510058652,4001.0,-0.0601,8.589305208096429,10.8,432.0,8.2
26322,6.89,5425.0,0.0129,8.589305208096429,10.3,762.0,3.6
26324,10.635065510058652,4028.0,0.0114,10.0,10.0,400.0,3.8
26327,13.79,2712.0,-0.0735,3.6,3.6,76.0,2.2
26328,17.24,2007.0,-0.0594,1.9,14.21544580709314,696.0,2.7
26330,6.89,3070.4877791356516,0.0005,12.8,14.21544580709314,1930.0,4.0
26331,10.34,3070.4877791356516,-0.1221,10.3,10.3,762.0,6.6
26332,13.79,666.0,0.0344,8.589305208096429,14.21544580709314,457.0,4.4
26333,6.89,2278.0,0.0052,8.589305208096429,42.3,1778.0,2.3
26334,13.79,1214.0,-0.3201,4.7,14.21544580709314,318.0,2.5
26336,6.89,5588.0,0.0032,8.589305208096429,15.9,914.0,3.6
26337,6.89,3070.4877791356516,0.0672,12.7,38.1,914.0,3.4
26338,6.89,3070.4877791356516,-0.0261,10.3,10.3,762.0,6.2
26339,13.79,1370.0,0.0823,11.1,11.1,457.0,1.9
26342,4.13,2278.0,0.0197,12.7,42.3,830.5649623727313,4.3
26345,10.34,7351.0,-0.0601,10.3,14.21544580709314,762.0,6.2
26346,10.0,3070.4877791356516,-0.0434,8.589305208096429,14.21544580709314,890.0,5.2
26347,11.03,3662.0,-0.027,5.6,14.21544580709314,2134.0,2.3
26350,6.89,7853.0,-0.0416,10.3,10.3,794.0,4.0
26351,13.79,3070.4877791356516,0.1818,7.7,7.7,457.0,1.3
26355,13.79,671.0,0.0027,7.7,7.7,457.0,2.9
26358,13.79,3070.4877791356516,0.0249,7.7,7.7,457.0,2.3
26359,6.89,7500.0,-0.0303,12.8,12.8,1930.0,3.6
26360,13.79,3070.4877791356516,-0.0298,8.589305208096429,1.9,152.0,4.5
26361,18.27,3662.0,-0.1258,3.0,3.0,35.0,3.8
26362,6.89,3784.0,-0.0434,10.3,10.3,794.0,9.3
26363,10.635065510058652,4069.0,-0.0188,10.8,10.8,432.0,5.6
26364,17.24,3024.0,-0.1179,1.9,1.9,696.0,2.8
26369,6.89,3070.4877791356516,0.0151,12.4,12.4,830.5649623727313,8.4
26371,13.79,5361.0,-0.3313,8.589305208096429,14.21544580709314,318.0,4.1
26372,6.79,3070.4877791356516,0.12,10.8,10.8,830.5649623727313,10.8
26373,13.79,1352.0,-0.027,5.6,15.2,2134.0,2.1
